Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10046502,P897238,"Vision KT306 Load Boss Tires",vision-kt306-load-boss-tires,Tires,N/A,"Utvatv","Utv Atv Tire / Hard Terrain",152.95,0.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Vision KT306 Load Boss Tires The Load Boss Tires from Vision Wheel are a utility tire that knows how to ""take it eaze"" on grass, turf and paved environments. The mild-mannered design uses a quarter inch tread depth that reduces stress on drivetrains and mitigates impact on surfaces. A smooth ride and long treadwear come standard.","Turf-friendly tread design Ideal for race tracks, factory floors and campgrounds Suitable for golf courses Long tread life over hard or paved surfaces 1/4"" tread depth 6 ply bias construction Note : Tire only. Wheel not included.",https://www.cyclegear.com/_a/product_images/1528/4429/vision_kt306_load_boss_tires.jpg,""
10320575,P1054764,"Motoz Arena Hybrid Gummy Rear Tires",motoz-arena-hybrid-gummy-rear-tires,Tires,Motoz,"Dirt Bike / Off-Road","Dirt Bike Tire / Non Dot Tire / Hard Terrain / Intermediate Terrain",164.99,0.00,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Motoz Arena Hybrid Gummy Rear Tires The Arena Hybrid Gummy takes the purpose build Arenacross / Extreme Enduro tire to the next level of traction using the ultra soft Gummy BFM compound. Note: This tire makes the most traction when not wheel spinning. Using this tire with heavy throttle/full wheel spin like an MX tire will defeat the purpose of how it makes maximum traction and cause premature wear.","Extremely soft Gummy BFM rubber compound Hybrid natural / synthetic rubber Hybrid carcass with reinforced sidewalls Significant weight savings Reversible tread pattern NHS (not highway safe) Tube type Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2084/2448/motoz_arena_hybrid_gummy_rear_tires.jpg,""
10321030,P1054906,"Motoz Xtreme Hybrid Gummy Rear Tires",motoz-xtreme-hybrid-gummy-rear-tires,Tires,Motoz,"Dirt Bike / Off-Road","20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dirt Bike Tire",177.99,0.00,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Motoz Xtreme Hybrid Gummy Rear Tires The Xtreme Hybrid Gummy takes the aggressive hybrid (moto/trials) tread pattern of the Xtreme Hybrid and increases traction in slick conditions using the Motoz Gummy BFM compound.","15% on-road / 85% off-road Intermediate / soft terrain tread pattern Ultra-soft Gummy BFM compound Hybrid natural / synthetic rubber construction Reinforced sidewalls to allow for lower inflation pressure Flexible tread Concave and Lock system for increased traction Tread blocks with deep sipes for extra trials-like grip Reversible rear tread design DOT approved Tube type Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2084/5423/motoz_xtreme_hybrid_gummy_rear_tires.jpg,""
10035777,P893272,"Duro DI2037 Frontier Tires",duro-di2037-frontier-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire",148.66,179.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Duro DI2037 Frontier Tires The Frontier Tires from Duro use radial construction for enhanced steering and control. The six ply rating design increases puncture resistance, improves ride and reduces rolling resistance.","Unique pattern design and strengthened structure improve traction and durability on uneven terrain 6 ply radial construction Converging pattern layout for high-speed handling and stability Bars with grooves offer optimal traction in muddy conditions and enhance mud-expelling ability Angled, directional tread pattern (unless specified) For off highway use only",https://www.cyclegear.com/_a/product_images/1518/5971/duro_di2037_frontier_tires.jpg,""
10431081,P1106125,"Sedona Ridge Saw 2.0 Tires",sedona-ridge-saw-20-tires,Tires,Sedona,"Utvatv","Intermediate Terrain / Utv Atv Tire",171.86,190.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Sedona Ridge Saw 2.0 Tire The Sedona Ridge Saw 2.0 tires are crafted using advanced technology to deliver remarkable durability and precise control. These tires come with a new-tech carcass that's 8-ply rated and puncture-resistant, ensuring they stand up to challenging terrains. A crown radius tread profile on the tire offers meticulous steering and effective handling. Sizes 30 inches and above feature an 8-ply radial construction to elevate performance on the latest UTV models. For increased defense and traction in deep ruts, the tires are equipped with integrated side lugs. Additionally, the durable sidewall design includes an inset bead for enhanced protection against the elements.","Ultra durable, puncture resistant 8 ply rated new tech carcass Performance driven crown radius tread profile for precise steering and control Tire sizes 30” and above are upgraded to an 8pr RADIAL CARCASS for improved performance on todays performance UTV’s Integrated side lugs for added protection and traction in deep ruts Extremely durable sidewall with inset bead for added protection Note : Yellow balance dot needs to be positioned opposite the valve stem",https://www.cyclegear.com/_a/product_images/2293/0370/sedona_ridge_saw20_tire.jpg,""
10033536,P892205,"Kenda K587 Bear Claw HTR Tires",kenda-k587-bear-claw-htr-tires,Tires,N/A,"Utvatv","Soft Terrain / Utv Atv Tire",156.60,173.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K587 Bear Claw HTR Tires The Kenda Bear Claw HTR Tire is the only ""bear claw"" style radial in the world. The self-cleaning knobs provide deep down traction whenever and wherever you need it.","Deep lug depth grips in mud and loose dirt High traction on a wide range of terrain Center knob design provides low vibration and a smooth ride Self-cleaning lug design 8 ply rated, heavy-duty radial For off highway use only",https://www.cyclegear.com/_a/product_images/1514/9687/kenda_k587_bear_claw_htr_tires.jpg,""
10045065,P896451,"Carlisle AT489 Tires",carlisle-at489-tires,Tires,N/A,"Utvatv","Soft Terrain / Utv Atv Tire",133.65,148.50,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Carlisle AT489 Tires Carlisle AT489 Tires are designed to provide lateral grip and strong acceleration while maintaining strong braking performance. These tires provide good grip in mud and over soft, loose surface terrain.","Provides grip in soft and intermediate surfaces and mud An excellent utility option 3/4"" tread depth 4 ply bias construction Proportionally spaced bar lugs for increased traction Combines high grip, good shock absorption and excellent stability The tire of choice for enthusiasts who demand a smooth ride For off highway use only",https://www.cyclegear.com/_a/product_images/1526/2697/Carlisle_489_Titan_Tires.jpg,""
10252873,P1018022,"EFX MotoClaw Tires",efx-motoclaw-tires,Tires,EFX Tires,"Utvatv","Utv Atv Tire / Intermediate Terrain",170.00,0.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"EFX Tires MotoClaw Tire Get ready for a whole new level of ATV/UTV tire performance. The EFX Tires MotoClaw is a 6-ply bias construction tire, complete with a unique non-directional tread pattern, incredibly strong rubber compound, and a distinctive sidewall styling. Utilizing decades of manufacturing experience and trail knowledge EFX created a brand new industry-changing tire that will climb rocks, grab roots, latch onto side ruts and perform in light mud.","6-ply bias construction Distinctive styling to help your rig stand out at the trailhead Strong lugs spaced precisely to provide a smooth ride on intense terrain",https://www.cyclegear.com/_a/product_images/1858/7749/efx_tires_moto_claw_tire.jpg,""
10555678,P1170599,"Mitas Enduro Trail-SP Tires",mitas-enduro-trail-sp-tires,Tires,Mitas,"Adventure / Dual Sport / Dirt Bike / Off-Road","90 On Road 10 Off Road / Dot Tire / Multi Compound Tire / Dual Sport Tire",136.46,156.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Enduro Trail-SP Tires For riders who demand top-tier performance on the open road, regardless of the weather or the allure of gravel trails, the ENDURO TRAIL-SP stands as the ideal selection. Boasting Multi Compound Tread Technology, it delivers outstanding mileage and tenacious cornering grip, excelling even in cooler conditions. Infused with a high silica content, the tires ensure exceptional grip on wet roads. The innovative construction technology, paired with a skillfully designed tread pattern, offers unparalleled straight-line stability and fluid handling that riders of both lightweight and hefty trail motorcycles will appreciate.","Unique construction technology and highly functional pattern design provides superb straight-line stability and smooth handling for both light and heavy trail motorcycles Multi Compound Technology (MCTT) combined with a functional tread pattern, offers excellent traction on wet and dry surfaces 90% on-road use for all around performance and confidence on both paved and gravel roads Delivers excellent mileage and cornering grip High silica content ensures superior wet road grip Recommended for dual-purpose adventure touring motorcycles Not recommended of course on ice and/or snow Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2531/9874/mitas_enduro_trail_sp_tires.jpg,""
10035721,P893262,"Duro HF244 Tires",duro-hf244-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire",97.71,99.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Duro HF244 Tires Duro has created the HF2422 tire for turf and pavement that keeps it lightweight and provides puncture resistance..","Popular for ATV use and modified golf carts on turf, pavement and gravel Proven tread design offers smooth ride and excellent puncture resistance off road Rugged yet lightweight Extra stiff sidewalls Bias construction in various ply constructions Directional tread pattern (unless specified) 2 to 6 ply construction (depending on size) For off highway use only",https://www.cyclegear.com/_a/product_images/1518/6192/duro_hf244_tires.jpg,""
10048589,P898204,"CST Ambush Tires",cst-ambush-tires,Tires,N/A,"Utvatv","Utv Atv Tire / Intermediate Terrain",93.60,124.99,1.00,2,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"CST Ambush Tires CST provides a lightweight puncture resistant 4-ply tire that is at home on the track as it is on the trail. The CST Ambush tire has a front tire that is directional to deliver predictable corning and stability in the straight-line. On the rears are knobs extending across the full section width for superior traction and stability.","Classic MX-style knobby tread pattern Built for cross country and prepared surfaces Directional front tread design offers predictable cornering with straight-line stability Non-directional rear knobs provide maximum acceleration Rear knobs extend across section width for maximum traction and control Durable 4 ply rating construction provides puncture resistance and reduces tire roll For off highway use only",https://www.cyclegear.com/_a/product_images/1532/6628/cst_ambush_tires.jpg,""
10395448,P1093319,"Atturo Trail Blade Boss SXS Tires",atturo-trail-blade-boss-sxs-tires,Tires,Atturo Tires,"Utvatv","Soft Terrain / Intermediate Terrain / Hard Terrain / Utv Atv Tire",189.05,230.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Atturo Tires Trail Blade Boss SXS Tire The product, known for its race-proven tread pattern, swiftly adapts to various terrains, providing exceptional versatility. Its design features sizeable split tread blocks to effectively channel water and debris away, without compromising the tire's strength and durability. A significant void ratio ensures an extensive biting edge, facilitating the clearance of mud and rocks. Equipped with an integrated rim protector, the tire not only reduces the incidence of rock rash on wheels but also maintains a neat appearance.","Race inspired tire built off proven LT design Split tread blocks High void ratio Alternating shoulder blocks Integrated rim protector 8PR steel belted construction Max PSI: 38 Tread depth 1/32: 23 Sold each",https://www.cyclegear.com/_a/product_images/2228/0462/atturo_tires_trail_blade_boss_sxs_tire.jpg,""
10386869,P1087805,"Mitas Terra Force EX XT Super Tires",mitas-terra-force-ex-xt-super-tires,Tires,Mitas,"Dirt Bike / Off-Road","20 On Road 80 Off Road / Dot Dirt Tires / Dot Tire / Intermediate Terrain",124.85,142.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Terra Force EX XT Super Tires Experience superior traction and legendary durability with the Mitas Terra Force EX XT Tires. These tires are equipped with multiple rubber compound and carcass options, complemented by tread designs tailored for specific terrains. The rear tire, with full-height knobs, is race-ready and DOT certified, ensuring a high-performance and reliable option for your off-road adventures. Note: These tires are shown with the yellow stripe in the photo.","Rear tire tread designed for optimum performance in extreme soft to medium terrain, deep roots and rocks Competition tire, DOT legal for use on Enduro and Dual Sport Motorcycles 20% on-road / 80% off-road Legendary Chunking Resistance Extra tall knob pattern for maximum bite in the deepest mud, ruts or rocks Tube Type Application Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2209/1695/mitas_terra_force_exxt_super_tires.jpg,""
10035701,P893256,"Duro DI2036 Kaden Tires",duro-di2036-kaden-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire / Soft Terrain",120.66,147.95,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Duro DI2036 Kaden Tires The Duro Kaden Tires offer superior straight-line grip and cornering stability. The V-shaped lugs provided excellent traction over harsh trails and off-road terrain.","V-shaped center lugs increase stability and high speed cornering Knob spacing and angular pattern improve self-cleaning Shoulder blocks provide excellent grip on off-camber terrain Popular OE tire on many Can-Am and Artic Cat vehicles For off highway use only",https://www.cyclegear.com/_a/product_images/1518/5954/duro_di2036_kaden_tires.jpg,""
10041299,P895138,"ITP Ultra Cross R Spec Tires",itp-ultra-cross-r-spec-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire",140.36,162.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"ITP Ultra Cross R Spec Tires The ITP Ultra Cross R Spec Tire is the very same tire used to win the Baja 1000 and earn ""Best in the Desert"" Parker 250 with over 1,250 miles without a single flat. (Your results may vary.) The unique multi-surface, non-directional tread pattern gives all-terrain grip on hard pack, desert, rocks and ruts. Eight ply radial construction offers exceptional wear and puncture resistance for aggressive off-roading and utility applications alike.","""R Spec"" models designed for extreme desert racing All-terrain design with an emphasis on hard pack, desert and rocks/ruts 8 ply radial construction made from ITP’s “Tough Tread” rubber compound Non-directional tread design enhances traction and control on smooth and slippery surfaces Deep rim guard offers the best wheel/lip protection in the business Made in the USA For off highway use only",https://www.cyclegear.com/_a/product_images/1521/9430/itp_ultra_cross_r_spec_tires.jpg,""
1811092,P848401,"Mitas Custom Force Tires",mitas-custom-force-tires,Tires,Mitas,"Cruiser / V-Twin","Cruiser Tire / Harley Tire",101.42,115.95,0.00,0,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Mitas Custom Force Tires The Mitas Custom Force Tires give your v-twin cruiser the performance you need in a variety of weather conditions and road surfaces. These stylish high performance tires will give you the confidence to cruise thanks to excellent design and premium materials.","Premium materials and a robust carcass ensure great riding performance Best in class breaking and handling in wet conditions Tested under tough conditions for peak performance Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2161/4410/mitas_custom_force_tires.jpg,""
10043879,P895997,"Sedona Cyclone Front Tires",sedona-cyclone-front-tires,Tires,Sedona,"Utvatv","Sand Tire / Utv Atv Tire",69.84,77.60,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Sedona Cyclone Front Tires The Cyclone Tire from Sedona is a no compromises sand tire for front wheel ATV applications. The lightweight design reduces rotating mass and aids acceleration. Alternating dual center ribs balance steering response with minimal drag.","Bias ply sand tire for flotation and low drag Excels in dry light sand, wet heavy sand and volcanic sand Proven dune tire with R&D from the major sand parks in the USA Premium rubber compound is strong yet flexible and light Long lasting treadwear Lightweight overall design Alternating dual center ribs 4 ply construction For off highway use only",https://www.cyclegear.com/_a/product_images/1524/1733/sedona_cyclone_front_tires.jpg,""
10526947,P1156623,"Motoz Euro Enduro 6 Tires",motoz-euro-enduro-6-tires,Tires,Motoz,"Dirt Bike / Off-Road","10 On Road 90 Off Road / Intermediate Terrain / Dot Tire / Dual Sport Tire",146.99,0.00,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Motoz Euro Enduro 6 Tires Experience unparalleled control with the Motoz Euro Enduro 6 Tires, meticulously crafted to master the varied European landscapes—from Spain's arid trails to the UK's damp tracks. Designed with precision tuned sidewalls and aggressive biting edges, these tires feature a supple tread zone, ensuring exceptional traction on an extensive range of terrains. Prepare to navigate with confidence and superior handling in any weather.","10% on-road / 90% off-road Fine tuned side-walls with sharp biting edges Flexible tread zone to give optimum traction Specifically designed for European conditions, from dry to wet FIM and ECER75 certified DOT approved Tube Type",https://www.cyclegear.com/_a/product_images/2473/1604/motoz_euro_enduro6_tires.jpg,""
10252233,P1017631,"Kenda K671 Cruiser Motorcycle Tires",kenda-k671-cruiser-motorcycle-tires,Tires,N/A,"Adventure / Dual Sport / Cruiser / V-Twin","Cruiser Tire / Dot Tire",91.99,0.00,0.00,0,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Kenda K671 Cruiser Motorcycle Tires","The aggressive tread design of the Kenda K671 Cruiser provides excellent traction and performance Matched front and rear patterns offer superior stability and maximum handling Deep, offset tread sipes deliver outstanding water dispersion and wet-weather traction The K671 is a tubeless construction for touring and cruiser bikes H-rated for speeds up to 130 mph with a strong 6-ply rating carcass Blackwall only Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2078/1121/kenda_k671_cruiser_motorcycle_tires.jpg,""
10043911,P896006,"Sedona Mud Rebel Tires",sedona-mud-rebel-tires,Tires,Sedona,"Utvatv","Mud Tire / Utv Atv Tire",93.56,103.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Sedona Mud Rebel Tires The Sedona Rebel Tires use a 3/4 inch deep V-shaped tread pattern to strike a balance between aggressive off-road performance and reliable utility-duty characteristics. The six ply construction gives good steering response, puncture resistance and load handling abilities. Wide lug spacing ejects packed mud and claws tenaciously over rocks, ruts and roots.","Designed for aggressive mud and utility applications V-shaped lug pattern excels over trails, rocks and ruts 6 ply bias construction 3/4"" tread depth High-quality rubber compounds and construction methods Increased sidewall strength for puncture resistance and impact absorption Designed for high load capacities Responsive steering Increased puncture resistance Excellent OE replacement For off highway use only",https://www.cyclegear.com/_a/product_images/1524/1801/sedona_mud_rebel_tires.jpg,""
10033558,P892209,"Kenda K538 Executioner Tires",kenda-k538-executioner-tires,Tires,N/A,"Utvatv","Soft Terrain / Mud Tire / Utv Atv Tire",125.99,139.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K538 Executioner Tires The Executioner Tires are ready to treat the mud like Freddie Joe Floyd in a Friday night cage match. The reinforced six ply carcass is tough and reduces roll at at low tire pressures. For drier conditions, a dimpled tread surface adds physical grip. The oversized, deep V-tread pattern pummels the ground harder than a WCCW championship bout.","Deep down traction in the muddiest conditions Reinforced knobs reduce roll at low pressure Improved ride comfort and increased tread life Dimpled tread surface for improved traction on drier conditions Deep rim guard feature for protection against rocks and ruts 6 ply rated design Extra tough casing resists punctures For off highway use only",https://www.cyclegear.com/_a/product_images/1514/8667/kenda_k538_executioner_tires.jpg,""
10044236,P896151,"Quad Boss QBT454 Radial Utility Tires",quad-boss-qbt454-radial-utility-tires,Tires,Quad Boss,"Utvatv","Intermediate Terrain / Utv Atv Tire",122.99,143.99,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"QuadBoss QBT454 Radial Utility Tires Quad Boss designs the 454 Radial Utility Tires for a smooth, consistent ride over a variety of surfaces - from paved to never-before-explored. The non-directional all-terrain design uses a wide, angled lugs for excellent grip over rocks and ruts. The 454 Utility Tires boast a six ply radial assembly and a built-in rim guard for long-term durability performance.","Non-directional all-terrain tread pattern with angled lugs Excellent grip over a variety of surfaces, rocks, roots and ruts 6 ply radial design for excellent ride and handling Built-in rim guard For off highway use only",https://www.cyclegear.com/_a/product_images/1525/2337/quad_boss_qbt454_radial_utility_tires.jpg,""
10386965,P1087830,"Mitas Terra Force MX Sand Tires",mitas-terra-force-mx-sand-tires,Tires,Mitas,"Dirt Bike / Off-Road","Non Dot Tire / Sand Tire / Dirt Bike Tire",93.67,106.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Terra Force MX Sand Tires The Mitas Terra Force MX Sand Tires were developed for the famous sands of the MXGP Motocross series.","Tread designed for floatation and predictable grip in deep sand and wet, tilled dirt and ruts Optimized tread pattern focused on lift in deep soil to prevent knifing under braking and maintain direction under acceleration Knobby pattern and spacing designed to penetrate deep into loose soil Legendary chunking resistance Tube Type Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2208/8227/mitas_terra_force_mx_sand_tires.jpg,""
10033526,P892204,"Kenda K592 Bear Claw Evo Tires",kenda-k592-bear-claw-evo-tires,Tires,N/A,"Utvatv","Soft Terrain / Utv Atv Tire",112.50,124.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K592 Bear Claw Evo Evo's are pretty popular around here in many shapes and forms. The Bear Claw Evo from Kenda is no exception. This revised ""Evo"" version of the of the Bear Claw ATV Tire adds performance by cutting weight where it counts most: rotating mass.","Designed to perform across all terrains Engineered with reducing weight 6 ply rated bias casing allows for exceptional puncture resistance while keeping weight to a minimum Tread pattern designed to perform exceptionally across all terrains Large center knobs for improved straight line and braking traction Recessed dimpled knobs for improved wet traction Uniquely shaped transition knobs for improved cornering traction and handling For off highway use only",https://www.cyclegear.com/_a/product_images/1514/9942/kenda_k592_bear_claw_evo_tires.jpg,""
10252854,P1018014,"EFX MotoForce Tires",efx-motoforce-tires,Tires,EFX Tires,"Utvatv","Utv Atv Tire / Intermediate Terrain",139.00,0.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"EFX Tires MotoForce Tire The MotoForce all-terrain ATV tire by EFX Tires is the single best upgrade for anyone looking to utilize factory fitments on a new or used ATV. The MotoForce was specifically designed to improve balance, traction and performance on any make/model of ATV.","6-ply bias construction ensures a quality ride on any terrain Deep 3/4"" lug depth that extends beyond the shoulder into the sidewall for superior protection from hazards Non-directional tread pattern boosts performance in fast-paced riding and slow, torquey climbs",https://www.cyclegear.com/_a/product_images/1858/7086/efx_tires_moto_force_tire.jpg,""
10045093,P896455,"Carlisle Versa Trail ATR Tires",carlisle-versa-trail-atr-tires,Tires,N/A,"Utvatv","Utv Atv Tire / Intermediate Terrain",141.26,156.95,0.00,0,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"Carlisle Versa Trail ATR Tires The Versa Trail Series from Carlisle is a versatile, all-terrain option with six ply radial construction. Carlisle's Tough Tread rubber compound ensures excellent treadwear over the life of the tire along with resistance to cuts, chips and punctures. A lightweight design helps all of your machine's power reach the ground.","Rugged-trail design for hard pack and intermediate conditions Non-directional tread pattern Extreme performance and handling on multiple surfaces Tough Tread rubber compound for added puncture resistance Radial 6 ply construction For off highway use only",https://www.cyclegear.com/_a/product_images/1525/5159/carlisle_versa_trail_atr_tires.jpg,""
